-4.196624755859375000e+00 -8.719661712646484375e+00 -4.848147869110107422e+00 -6.686090469360351562e+00 -2.511453628540039062e+00 -9.584791183471679688e+00 -5.581809520721435547e+00 6.820032119750976562e+00 -2.918153047561645508e+00 4.114751815795898438e+00 -2.959081411361694336e+00 2.335464477539062500e+00 3.731810092926025391e+00 -7.694234848022460938e+00 -3.449259281158447266e+00 7.227651596069335938e+00 -4.646214485168457031e+00 4.413660049438476562e+00 -7.459237575531005859e+00 -8.728591918945312500e+00
1.647768974304199219e+00 -5.363230705261230469e+00 -7.160953044891357422e+00 4.154057502746582031e+00 -6.566789150238037109e+00 -2.540357112884521484e+00 5.297114372253417969e+00 8.368137359619140625e+00 9.047069549560546875e+00 9.616321563720703125e+00 -1.779674410820007324e+00 4.288747787475585938e+00 3.635547161102294922e+00 -1.313142776489257812e+00 -2.722430944442749023e+00 5.427188873291015625e-01 9.272614479064941406e+00 2.603834152221679688e+00 -7.345821857452392578e+00 -2.386738777160644531e+00
3.044461965560913086e+00 -6.005117893218994141e+00 1.002605247497558594e+01 -8.776102066040039062e+00 -1.576435089111328125e+00 -2.491188049316406250e+00 3.651779651641845703e+00 -8.547307968139648438e+00 -7.462998867034912109e+00 -5.431251525878906250e-01 7.971133708953857422e+00 1.222188949584960938e+00 -5.246617317199707031e+00 2.449886322021484375e+00 8.737990379333496094e+00 3.893718719482421875e+00 -1.418539881706237793e+00 6.599023818969726562e+00 -5.478782653808593750e+00 5.075940608978271484e+00
5.416818141937255859e+00 3.405852317810058594e+00 7.642625808715820312e+00 -5.658850669860839844e+00 -7.884857654571533203e+00 4.517650604248046875e+00 -2.019755125045776367e+00 3.375334739685058594e+00 1.044369697570800781e+01 -5.469796657562255859e+00 -4.338115215301513672e+00 -5.393295288085937500e-01 -5.507694244384765625e+00 -6.264476776123046875e+00 -4.044058799743652344e+00 6.283378601074218750e+00 1.998136878013610840e+00 1.691686630249023438e+00 8.784511566162109375e+00 1.880043148994445801e+00
-9.808369636535644531e+00 6.596657633781433105e-02 8.300259590148925781e+00
1.498973846435546875e+00 -5.842897891998291016e+00 -3.586521148681640625e+00
3.320718765258789062e+00 -1.471291631460189819e-01 -7.761059284210205078e+00
-6.548269271850585938e+00 -1.904048323631286621e+00 1.733868956565856934e+00
-9.653549194335937500e+00 -8.257568359375000000e+00 2.565105438232421875e+00
8.528228759765625000e+00 -3.878564834594726562e+00 4.281105995178222656e+00
-8.525919914245605469e+00 6.863998889923095703e+00 7.519181728363037109e+00
5.267561912536621094e+00 -9.684499740600585938e+00 6.181449413299560547e+00
2.764862775802612305e+00 -2.571446597576141357e-01 2.553718805313110352e+00
-7.112322807312011719e+00 -9.892605781555175781e+00 3.829940319061279297e+00
-9.154449462890625000e+00 6.249340057373046875e+00 -4.909138679504394531e+00
2.423801898956298828e+00 6.677318096160888672e+00 -6.593706130981445312e+00
-4.337935924530029297e+00 4.375754356384277344e+00 -7.651014804840087891e+00
4.627265930175781250e+00 -5.600316524505615234e+00 9.454982757568359375e+00
5.658480167388916016e+00 -1.452366560697555542e-01 6.791364669799804688e+00
-5.059276819229125977e-01 8.549907684326171875e+00 3.772720098495483398e+00
1.020731639862060547e+01 -4.582507133483886719e+00 -1.251404476165771484e+01
3.331523895263671875e+00 -1.557263374328613281e+00 -5.307030200958251953e+00
2.070123672485351562e+00 5.449888229370117188e+00 3.393630981445312500e-01
-5.444068908691406250e-01 1.848525367677211761e-02 6.648212432861328125e+00
